Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,2,Not Graduate,Yes,15682,11511,236,84,0,Semiurban,N
Female,No,2,Graduate,Yes,19524,3434,61,120,0,Semiurban,N
Female,Yes,0,Graduate,No,8645,3660,110,180,0,Urban,N
Male,Yes,2,Not Graduate,No,3123,14197,284,84,0,Rural,N
Male,Yes,3,Not Graduate,Yes,7781,5927,459,300,1,Semiurban,N
Male,No,3,Graduate,No,5662,5213,202,240,1,Semiurban,N
Female,No,1,Graduate,Yes,5526,7766,91,180,0,Rural,N
Male,Yes,1,Graduate,Yes,11116,7242,363,240,1,Urban,Y
Male,No,2,Graduate,Yes,5673,5258,285,84,1,Urban,N
Male,No,2,Graduate,No,16671,652,453,120,0,Semiurban,N
Male,Yes,2,Graduate,Yes,9197,7011,198,300,0,Semiurban,N
Female,No,0,Graduate,Yes,19677,8854,352,84,1,Urban,Y
Male,Yes,3,Not Graduate,No,5638,11593,464,84,1,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,21900,14687,184,84,0,Semiurban,Y
Male,No,2,Not Graduate,Yes,2675,465,303,360,0,Semiurban,N
Female,Yes,1,Graduate,Yes,16266,1155,239,180,1,Semiurban,N
Male,Yes,1,Not Graduate,Yes,15351,7308,412,120,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,6063,10338,184,360,1,Rural,Y
Female,No,2,Not Graduate,Yes,15465,10162,327,180,1,Semiurban,Y
Male,No,1,Not Graduate,No,21709,10161,225,300,0,Urban,Y
Female,Yes,1,Graduate,Yes,5539,13724,250,84,1,Urban,Y
Male,Yes,3,Not Graduate,Yes,14822,2746,155,180,1,Semiurban,Y
Male,No,0,Graduate,No,7053,1449,353,84,1,Rural,N
Female,Yes,2,Not Graduate,Yes,17471,11190,469,180,0,Urban,Y
Female,Yes,3,Graduate,No,19567,1109,330,84,1,Urban,Y
Male,No,1,Graduate,Yes,18501,6287,114,84,1,Urban,Y
Female,Yes,0,Graduate,Yes,2192,11000,332,120,0,Semiurban,N
Male,Yes,0,Not Graduate,No,18500,10269,422,360,1,Semiurban,Y
Male,No,2,Graduate,Yes,13073,2105,255,360,0,Urban,N
Female,No,2,Graduate,Yes,1834,8059,106,300,1,Semiurban,N
Female,Yes,2,Not Graduate,Yes,14597,8565,305,120,0,Rural,N
Female,Yes,2,Not Graduate,Yes,2844,1693,123,240,1,Semiurban,N
Female,No,1,Not Graduate,Yes,15297,8203,215,120,1,Urban,Y
Female,No,1,Graduate,Yes,14684,11940,233,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,14287,9213,371,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,4411,6769,474,360,0,Semiurban,N
Male,Yes,0,Graduate,No,14879,10960,446,360,0,Urban,N
Female,No,3,Graduate,No,19759,7137,282,180,0,Urban,N
Male,Yes,3,Not Graduate,No,7537,2926,78,300,1,Urban,N
Male,No,2,Not Graduate,No,14324,11014,230,120,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,11040,11893,447,300,0,Semiurban,N
Male,Yes,2,Graduate,No,24024,870,311,300,0,Urban,N
Male,Yes,0,Not Graduate,No,4362,4,108,84,1,Rural,N
Female,No,2,Graduate,Yes,21337,2492,188,300,0,Urban,N
Male,No,1,Not Graduate,No,17063,9705,468,240,1,Semiurban,Y
Female,No,3,Graduate,No,11725,8287,434,360,1,Urban,Y
Male,No,2,Not Graduate,No,9791,2445,327,300,0,Semiurban,N
Female,No,2,Graduate,Yes,16155,4157,255,180,1,Rural,Y
Female,No,2,Graduate,Yes,2434,374,300,84,1,Urban,N
Female,Yes,1,Not Graduate,Yes,20256,148,292,180,0,Urban,N
Male,No,1,Graduate,Yes,12673,11495,427,120,1,Rural,Y
Male,Yes,2,Graduate,Yes,8515,9082,407,360,1,Rural,Y
Male,No,0,Not Graduate,Yes,12449,198,328,240,0,Semiurban,N
Female,No,3,Not Graduate,No,3066,11257,208,84,1,Semiurban,N
Female,No,3,Graduate,Yes,15598,664,437,300,0,Rural,N
Male,Yes,3,Not Graduate,Yes,2066,9249,177,240,0,Semiurban,N
Male,No,1,Graduate,No,12138,710,431,300,1,Rural,N
Female,No,1,Not Graduate,Yes,19420,4273,478,84,1,Semiurban,Y
Female,No,1,Graduate,No,15270,7737,142,240,1,Semiurban,Y
Female,No,0,Not Graduate,No,5040,13265,111,84,1,Urban,Y
Male,No,2,Not Graduate,Yes,2787,911,326,360,1,Semiurban,N
Female,Yes,1,Not Graduate,No,18252,346,65,300,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,13515,376,69,300,0,Rural,N
Male,No,1,Not Graduate,No,12160,13003,273,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,18405,6974,134,240,0,Urban,Y
Female,Yes,3,Graduate,No,2524,6588,247,360,1,Semiurban,N
Male,Yes,1,Graduate,Yes,23357,14900,186,240,0,Rural,Y
Female,No,2,Graduate,No,1668,5907,73,360,0,Urban,N
Female,No,0,Graduate,Yes,11344,8399,416,120,1,Urban,Y
Male,No,1,Not Graduate,No,21614,3822,347,300,1,Urban,Y
Female,Yes,3,Not Graduate,No,10080,4640,452,120,1,Rural,N
Male,Yes,3,Graduate,No,8826,10421,55,360,0,Rural,N
Female,Yes,3,Not Graduate,No,19210,13655,281,360,1,Rural,Y
Female,No,1,Not Graduate,Yes,8718,10602,244,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,10353,7784,59,84,0,Semiurban,N
Female,Yes,0,Not Graduate,No,17886,1195,417,180,0,Semiurban,N
Female,Yes,2,Not Graduate,No,18293,1927,459,300,1,Rural,Y
Male,No,0,Not Graduate,No,9594,13079,447,300,0,Rural,N
Male,No,3,Not Graduate,Yes,19793,10575,465,240,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,6487,9490,492,120,1,Rural,N
Female,No,2,Graduate,Yes,13945,9493,458,240,0,Rural,N
Female,No,2,Not Graduate,Yes,9672,1813,349,120,0,Urban,N
Male,Yes,2,Graduate,No,18638,6961,251,300,1,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,16389,2944,264,300,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,8608,14221,115,240,1,Urban,Y
Female,No,0,Graduate,No,8441,3448,435,120,0,Semiurban,N
Female,No,0,Graduate,No,15043,14894,307,300,1,Rural,Y
Female,No,3,Graduate,No,9983,12157,94,360,1,Semiurban,Y
Female,No,1,Graduate,No,10590,4830,246,300,0,Semiurban,N
Male,No,3,Graduate,No,19247,14112,78,120,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,19346,11979,412,180,1,Urban,Y
Female,No,3,Graduate,No,4539,6181,229,120,1,Semiurban,N
Female,Yes,3,Not Graduate,Yes,18181,10711,288,360,0,Urban,Y
Female,Yes,0,Not Graduate,Yes,5664,835,124,180,1,Semiurban,N
Female,Yes,1,Not Graduate,No,20213,11935,83,360,0,Urban,Y
Male,No,0,Not Graduate,No,20720,13513,322,300,0,Semiurban,Y
Male,Yes,1,Graduate,Yes,10764,6302,236,300,0,Urban,N
Female,Yes,0,Graduate,No,11633,9758,440,180,1,Urban,Y
Male,Yes,0,Graduate,No,16071,13611,422,84,0,Semiurban,Y
Female,No,1,Graduate,Yes,19015,4279,338,300,0,Urban,N
Female,No,0,Not Graduate,No,14732,12729,123,300,1,Urban,Y
Male,No,1,Graduate,Yes,21660,471,122,300,1,Urban,Y
Male,Yes,1,Not Graduate,No,9517,12748,491,84,1,Semiurban,Y
Female,No,3,Graduate,Yes,12587,10624,372,180,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,18849,7722,351,84,0,Urban,N
Male,Yes,0,Graduate,No,3665,4728,116,180,0,Rural,N
Male,No,3,Graduate,Yes,6933,2155,435,300,0,Rural,N
Male,Yes,2,Not Graduate,Yes,21878,5846,69,300,1,Semiurban,Y
Male,No,1,Not Graduate,No,3986,448,110,300,0,Urban,N
Male,No,0,Graduate,Yes,18539,2599,316,180,1,Urban,Y
Male,Yes,3,Graduate,Yes,9989,890,431,180,1,Urban,N
Male,No,0,Not Graduate,Yes,8039,5624,478,84,1,Rural,N
Female,No,3,Not Graduate,No,2920,10070,467,360,0,Rural,N
Male,Yes,1,Not Graduate,Yes,7140,9624,468,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,13855,4332,401,120,0,Rural,N
Female,Yes,0,Graduate,No,5607,10581,50,84,0,Semiurban,N
Male,No,1,Not Graduate,Yes,19584,7614,155,300,1,Semiurban,Y
Male,No,1,Graduate,No,24311,11505,317,120,0,Urban,Y
Female,No,0,Not Graduate,No,8030,10302,269,84,0,Rural,N
Male,Yes,3,Graduate,No,10972,12591,105,120,0,Urban,Y
Male,Yes,3,Not Graduate,No,10121,1290,240,300,0,Semiurban,N
Male,Yes,2,Not Graduate,No,11445,14547,82,120,0,Rural,Y
Female,Yes,1,Graduate,Yes,10160,9648,278,360,1,Urban,Y
Female,Yes,3,Not Graduate,No,6678,10822,108,240,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,1803,5188,136,300,1,Semiurban,N
Male,Yes,1,Graduate,Yes,16240,6273,344,84,0,Urban,N
Male,Yes,3,Not Graduate,Yes,3001,12006,262,180,1,Urban,N
Female,No,2,Graduate,No,18152,13253,220,360,0,Urban,Y
Female,Yes,1,Not Graduate,No,24453,11491,194,120,1,Semiurban,Y
Male,No,3,Graduate,No,13504,5347,448,300,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,2520,14160,259,300,0,Rural,N
Female,Yes,1,Not Graduate,No,9704,11184,153,360,0,Rural,N
Male,No,3,Graduate,Yes,11102,9612,232,300,0,Urban,N
Female,Yes,3,Not Graduate,No,17066,6825,406,120,1,Rural,Y
Male,No,2,Not Graduate,No,11587,5729,235,120,1,Semiurban,N
Male,Yes,1,Not Graduate,No,24533,13624,361,180,1,Urban,Y
Male,No,0,Graduate,Yes,13326,7414,485,180,0,Semiurban,N
Male,Yes,1,Graduate,No,5871,9468,302,120,0,Urban,N
Female,No,1,Not Graduate,Yes,3680,7317,136,120,0,Rural,N
Male,Yes,0,Not Graduate,Yes,20682,13141,206,120,0,Semiurban,Y
Male,No,3,Not Graduate,No,5221,6525,126,180,1,Rural,Y
Female,No,3,Graduate,Yes,8079,5588,98,180,0,Rural,N
Male,No,2,Graduate,No,14868,5063,155,84,0,Semiurban,N
Female,No,2,Graduate,Yes,21619,5055,205,300,0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,23693,3000,140,360,0,Rural,Y
Female,Yes,3,Graduate,Yes,21493,2734,234,240,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,18540,2841,291,120,1,Semiurban,Y
Male,No,1,Not Graduate,No,2714,218,382,240,1,Urban,N
Male,No,2,Graduate,No,16462,6979,398,180,0,Rural,N
Female,Yes,2,Graduate,No,8010,3776,401,120,1,Rural,N
Female,Yes,2,Graduate,Yes,4481,11602,359,240,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,10473,10470,114,360,0,Semiurban,N
Female,Yes,3,Not Graduate,No,23757,1444,50,180,1,Rural,Y
Female,Yes,1,Graduate,Yes,22722,14925,53,120,1,Rural,Y
Male,No,2,Graduate,Yes,9333,11822,408,180,1,Urban,Y
Female,Yes,0,Graduate,No,19384,7272,321,360,0,Urban,N
Male,Yes,0,Graduate,No,9876,10032,390,120,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,24412,12148,434,84,0,Urban,Y
Female,Yes,2,Not Graduate,No,24346,4880,245,180,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,14547,325,197,240,0,Semiurban,N
Female,No,2,Graduate,Yes,13170,1682,97,180,0,Semiurban,N
Female,No,3,Not Graduate,No,9511,4460,300,84,0,Semiurban,N
Female,Yes,2,Graduate,No,17489,10109,494,300,0,Semiurban,N
Female,Yes,1,Graduate,Yes,8148,9594,181,84,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,19023,2447,169,300,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,12376,6831,449,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,21588,7755,212,180,0,Urban,Y
Male,Yes,1,Graduate,No,22935,11844,296,240,0,Semiurban,Y
Male,No,2,Not Graduate,No,11317,10447,54,240,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,7308,1142,247,120,1,Rural,N
Female,Yes,3,Graduate,No,17086,815,226,360,0,Semiurban,N
Female,No,3,Not Graduate,Yes,7656,2554,445,240,1,Rural,N
Male,Yes,2,Graduate,Yes,22928,5073,265,84,1,Semiurban,Y
Male,No,3,Not Graduate,No,19336,341,319,180,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,15883,6397,229,120,1,Semiurban,Y
Male,No,3,Graduate,Yes,17491,3046,368,240,0,Rural,N
Female,Yes,3,Not Graduate,No,15467,5137,384,84,0,Rural,N
Female,Yes,3,Not Graduate,Yes,9540,13540,359,360,0,Rural,N
Female,No,2,Graduate,Yes,5205,5895,100,240,0,Semiurban,N
Female,Yes,1,Graduate,Yes,14160,5243,424,300,1,Semiurban,Y
Male,No,1,Graduate,Yes,3582,9782,393,84,0,Rural,N
Male,Yes,0,Not Graduate,No,6940,866,495,120,1,Rural,N
Female,Yes,0,Not Graduate,Yes,17083,8726,281,84,0,Urban,N
Female,No,1,Not Graduate,No,14277,11857,306,120,0,Urban,N
Female,No,2,Not Graduate,No,7913,7295,377,240,1,Semiurban,N
Female,Yes,1,Not Graduate,No,15108,7483,135,180,0,Urban,N
Male,Yes,3,Graduate,No,24374,10552,112,300,0,Semiurban,Y
Male,No,1,Graduate,Yes,16994,9585,246,180,1,Semiurban,Y
Female,Yes,2,Graduate,No,10741,11700,450,120,0,Urban,N
Male,Yes,0,Graduate,Yes,4072,6026,63,180,1,Urban,N
Female,Yes,1,Not Graduate,No,17902,14344,379,300,0,Rural,Y
Female,Yes,3,Not Graduate,Yes,24681,2497,262,84,0,Rural,N
Male,Yes,3,Not Graduate,Yes,23594,2605,144,300,1,Rural,Y
Male,No,2,Not Graduate,Yes,12210,820,361,180,1,Semiurban,N
Female,Yes,2,Not Graduate,No,15864,2342,109,120,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,19806,9552,304,240,1,Rural,Y
Male,No,0,Not Graduate,No,5437,3220,217,84,0,Urban,N
Female,No,2,Not Graduate,Yes,8077,14021,207,360,1,Rural,Y
Male,Yes,2,Graduate,No,14095,9058,468,300,1,Rural,Y
Female,Yes,3,Graduate,Yes,10016,2982,450,240,1,Semiurban,N
Male,Yes,0,Graduate,No,21252,7302,420,84,0,Urban,N
Female,No,3,Not Graduate,Yes,13698,13605,53,120,0,Rural,Y
Male,No,0,Not Graduate,No,9476,4148,73,120,0,Rural,N
Female,No,1,Not Graduate,No,14693,14114,157,240,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,17252,6320,143,360,1,Semiurban,Y
Male,No,2,Graduate,No,5808,2377,78,300,0,Rural,N
Female,No,1,Graduate,No,18197,2708,345,300,1,Urban,Y
Female,No,1,Not Graduate,No,4814,2144,148,300,1,Semiurban,N
Female,No,1,Graduate,Yes,7405,1861,166,240,1,Rural,N
Female,No,2,Graduate,No,17292,9369,297,84,0,Rural,N
Female,Yes,0,Graduate,No,8792,7156,436,300,0,Rural,N
Female,No,2,Not Graduate,Yes,21953,14922,392,300,1,Urban,Y
Male,No,1,Not Graduate,No,23169,5591,279,180,0,Semiurban,N
Female,No,1,Not Graduate,Yes,19171,687,489,300,0,Urban,N
Female,Yes,0,Graduate,No,1578,10299,398,300,0,Rural,N
Male,Yes,2,Graduate,Yes,16849,3034,320,84,1,Rural,Y
Female,No,3,Graduate,Yes,13357,8806,482,84,0,Urban,N
Female,Yes,3,Not Graduate,No,3676,9578,266,120,0,Rural,N
Male,Yes,1,Not Graduate,Yes,17490,4515,193,120,0,Semiurban,N
Female,No,1,Not Graduate,Yes,21295,7626,282,84,0,Rural,N
Male,No,0,Not Graduate,Yes,9710,5862,359,360,0,Rural,N
Female,Yes,3,Not Graduate,No,8765,14326,237,300,0,Rural,N
Female,No,1,Not Graduate,Yes,6201,7660,338,240,1,Urban,N
Male,Yes,0,Graduate,Yes,15847,969,157,180,0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,7642,1611,71,240,0,Rural,N
Male,No,0,Graduate,No,13907,12275,427,180,0,Rural,N
Male,Yes,3,Not Graduate,No,15355,757,404,180,1,Semiurban,N
Male,No,3,Not Graduate,Yes,21189,11795,304,120,0,Semiurban,Y
Male,No,1,Not Graduate,Yes,15160,5825,51,360,0,Semiurban,N
Female,No,1,Not Graduate,Yes,10329,4937,315,120,1,Rural,N
Female,No,2,Not Graduate,No,15861,11015,195,84,0,Rural,Y
Female,Yes,0,Graduate,No,1882,10063,189,120,1,Semiurban,Y
Male,No,3,Graduate,No,19082,2827,424,360,1,Urban,Y
Female,No,1,Graduate,No,19120,2416,346,360,0,Rural,N
Male,No,2,Graduate,No,18922,12328,495,84,0,Semiurban,Y
Female,No,3,Not Graduate,No,11453,14751,313,300,0,Semiurban,N
Female,Yes,2,Not Graduate,No,14613,13908,481,360,0,Urban,Y
Male,Yes,3,Not Graduate,Yes,16953,13342,436,240,1,Rural,Y
Male,Yes,1,Not Graduate,No,22859,3967,86,120,1,Urban,Y
Male,No,3,Graduate,Yes,13227,6450,479,180,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,24036,11615,112,84,0,Semiurban,Y
Female,No,2,Graduate,Yes,2352,5399,309,300,0,Rural,N
Female,Yes,2,Not Graduate,No,17231,4861,352,300,0,Semiurban,N
Female,Yes,2,Not Graduate,No,12902,1111,189,84,1,Rural,Y
Male,Yes,0,Graduate,No,1787,3323,364,360,1,Rural,N
Female,Yes,1,Graduate,Yes,24598,14507,484,300,0,Rural,Y
Male,No,3,Graduate,Yes,3758,12268,67,300,0,Rural,N
Female,No,3,Not Graduate,No,14210,14549,235,84,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,20141,11173,167,360,1,Urban,Y
Female,No,1,Not Graduate,No,14283,9999,187,240,0,Urban,Y
Female,No,3,Graduate,Yes,10946,6948,379,84,1,Urban,Y
Male,No,3,Graduate,No,9644,2547,355,240,0,Urban,N
Male,Yes,3,Graduate,Yes,15722,6446,162,120,0,Urban,N
Male,No,2,Graduate,Yes,9397,3319,270,180,1,Urban,N
Male,No,1,Graduate,Yes,4028,11755,263,120,0,Urban,N
Female,No,3,Not Graduate,No,23434,13431,311,84,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,13005,7638,116,84,0,Urban,N
Female,Yes,1,Graduate,Yes,6351,1847,366,360,1,Urban,N
Male,Yes,0,Graduate,Yes,19579,9694,118,300,0,Urban,Y
Female,Yes,0,Not Graduate,No,17861,2447,117,180,1,Urban,Y
Male,No,1,Graduate,No,14146,10298,475,240,1,Rural,Y
Female,No,0,Graduate,No,9134,13019,406,240,0,Rural,N
Female,Yes,2,Not Graduate,No,17114,8970,188,300,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,2470,4295,64,360,1,Urban,N
Male,No,3,Not Graduate,No,8237,4239,237,360,0,Semiurban,N
Female,No,0,Not Graduate,Yes,11350,12169,185,240,1,Rural,Y
Male,No,3,Graduate,No,14140,5230,324,180,1,Rural,Y
Male,No,0,Graduate,Yes,14886,3105,373,180,0,Urban,N
Female,Yes,2,Not Graduate,No,8324,8258,377,180,1,Semiurban,N
Male,No,2,Graduate,Yes,7461,5534,424,120,1,Urban,N
Female,Yes,1,Graduate,No,21126,1573,374,360,1,Urban,Y
Male,No,0,Graduate,Yes,19029,641,332,180,1,Urban,Y
Male,No,3,Graduate,No,7766,11738,295,240,0,Semiurban,N
Female,No,0,Not Graduate,Yes,14611,12007,152,360,0,Semiurban,Y
Male,Yes,3,Graduate,No,7655,11458,338,180,1,Semiurban,Y
Male,No,2,Not Graduate,No,12539,10637,246,180,0,Rural,N
Female,No,2,Not Graduate,No,5196,4376,179,300,1,Urban,N
Female,No,3,Graduate,Yes,8414,13483,248,300,0,Rural,N
Female,Yes,3,Graduate,No,3443,600,366,300,1,Rural,N
Male,No,2,Graduate,Yes,22854,14480,286,240,0,Urban,Y
Female,Yes,0,Graduate,Yes,5584,11526,345,180,1,Rural,Y
Female,No,1,Graduate,Yes,19017,4475,283,120,0,Rural,N
Male,No,1,Not Graduate,Yes,8396,269,260,360,0,Urban,N
Female,No,0,Graduate,Yes,9907,516,265,240,1,Rural,N
Male,No,1,Graduate,No,23445,3668,295,300,1,Rural,Y
Female,No,3,Graduate,No,16764,7535,126,300,1,Semiurban,Y
Male,No,3,Graduate,No,5505,120,142,120,1,Semiurban,N
Female,Yes,2,Not Graduate,Yes,13937,8492,483,360,0,Semiurban,N
Male,No,1,Graduate,Yes,5720,8301,351,84,0,Semiurban,N
Male,No,1,Not Graduate,Yes,24226,194,149,180,0,Rural,N
Female,Yes,1,Not Graduate,Yes,12235,8120,336,240,0,Semiurban,N
Male,No,1,Graduate,Yes,9802,3670,280,360,0,Urban,N
Female,No,2,Not Graduate,Yes,16460,13472,419,240,0,Urban,Y
Male,Yes,0,Graduate,Yes,24003,12216,113,360,0,Urban,Y
Male,No,1,Graduate,No,13072,837,239,300,1,Rural,N
Female,No,0,Graduate,Yes,15388,2956,307,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,7274,6420,211,240,1,Urban,N
Male,Yes,1,Graduate,No,24332,6875,214,300,0,Rural,Y
Male,Yes,1,Graduate,No,9870,11660,316,300,0,Semiurban,N
Female,No,0,Graduate,Yes,11407,4890,391,240,1,Urban,N
Male,Yes,1,Not Graduate,Yes,17106,1170,328,120,1,Rural,N
Female,Yes,3,Graduate,No,18837,11889,193,180,1,Semiurban,Y
Female,No,3,Graduate,No,9820,2070,477,180,1,Urban,N
Male,Yes,0,Not Graduate,No,9048,13563,388,120,0,Semiurban,N
Female,No,0,Not Graduate,Yes,6194,10419,350,300,0,Rural,N
Male,Yes,3,Not Graduate,No,16742,2978,456,240,0,Rural,N
Female,Yes,2,Not Graduate,No,19750,8489,141,120,0,Rural,Y
Male,No,0,Not Graduate,Yes,12716,12413,227,300,0,Semiurban,N
Female,No,0,Not Graduate,No,22118,8528,211,180,0,Semiurban,Y
Female,No,0,Graduate,No,11580,13673,430,120,0,Rural,N
Male,No,1,Graduate,No,7094,4508,350,180,0,Rural,N
Female,No,3,Graduate,No,15169,10228,486,84,1,Semiurban,Y
Female,No,1,Not Graduate,No,15820,8997,124,360,0,Rural,Y
Female,Yes,2,Graduate,Yes,10511,7117,320,120,1,Urban,Y
Female,Yes,2,Graduate,Yes,16997,971,439,180,0,Rural,N
Male,No,0,Not Graduate,Yes,11933,579,470,180,0,Rural,N
Male,No,3,Graduate,Yes,9633,4954,229,180,1,Semiurban,N
Male,No,2,Not Graduate,Yes,3216,4403,351,120,1,Rural,N
Male,No,1,Graduate,No,12840,9964,216,360,1,Urban,Y
Female,No,2,Not Graduate,Yes,17860,4107,62,120,0,Urban,N
Male,No,1,Graduate,Yes,11091,5455,479,84,0,Semiurban,N
Male,Yes,2,Graduate,Yes,7126,5404,450,300,1,Semiurban,N
Female,No,1,Graduate,No,8553,13571,197,180,0,Semiurban,Y
Female,Yes,1,Not Graduate,No,17129,11645,289,240,0,Rural,Y
Female,Yes,3,Graduate,Yes,16354,4778,138,84,0,Semiurban,N
Female,No,0,Graduate,Yes,15325,9253,422,240,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,16563,7273,204,120,1,Semiurban,Y
Female,No,2,Graduate,No,4410,5910,113,300,1,Rural,N
Female,No,1,Graduate,Yes,16632,14316,203,240,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,9839,1990,312,180,1,Semiurban,N
Female,Yes,3,Graduate,Yes,11273,5058,98,360,1,Urban,Y
Female,Yes,2,Graduate,No,22032,10913,126,84,0,Rural,Y
Male,Yes,3,Not Graduate,Yes,7454,11104,134,240,0,Urban,N
Female,Yes,3,Not Graduate,No,22461,13114,66,300,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,19719,11588,199,120,0,Rural,Y
Female,No,0,Not Graduate,Yes,13838,9407,406,240,0,Urban,N
Female,Yes,0,Graduate,Yes,7847,3583,226,300,1,Rural,N
Female,Yes,0,Graduate,No,16844,4454,426,360,0,Semiurban,N
Male,Yes,2,Graduate,No,11733,12915,424,300,1,Rural,Y
Male,Yes,2,Not Graduate,No,22210,2189,272,240,1,Rural,Y
Male,No,0,Graduate,No,3075,8033,377,300,0,Urban,N
Male,No,0,Graduate,No,10546,13016,114,240,0,Rural,Y
Male,No,0,Not Graduate,No,2919,8931,457,360,1,Urban,N
Female,No,2,Not Graduate,Yes,24782,958,193,120,0,Urban,Y
Female,No,0,Graduate,No,16101,10671,234,240,1,Rural,Y
Male,Yes,2,Graduate,No,6421,13109,116,180,0,Rural,N
Female,No,0,Graduate,No,20717,11487,490,84,1,Urban,Y
Female,Yes,1,Graduate,Yes,14773,1745,421,240,0,Urban,N
Male,No,0,Graduate,Yes,5440,2754,254,84,1,Rural,N
Female,No,3,Graduate,No,11633,7367,321,180,1,Urban,Y
Female,Yes,3,Graduate,Yes,3245,8167,125,180,1,Semiurban,Y
Female,No,1,Not Graduate,No,18966,13851,457,84,0,Rural,Y
Female,No,0,Not Graduate,No,12785,12439,233,120,1,Rural,Y
Female,No,1,Graduate,No,4682,5917,217,360,0,Rural,N
Male,Yes,0,Graduate,No,11466,58,393,84,1,Rural,N
Female,Yes,1,Not Graduate,No,4584,4899,67,240,1,Semiurban,N
Male,No,3,Graduate,Yes,23964,12255,236,84,1,Semiurban,Y
Female,No,1,Graduate,Yes,2413,5375,354,360,1,Semiurban,N
Male,Yes,3,Graduate,Yes,7355,12325,305,84,1,Rural,Y
Male,No,0,Not Graduate,Yes,10643,3937,240,300,0,Urban,N
Male,Yes,2,Graduate,No,8279,11562,67,300,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,20748,8165,315,300,0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,19481,2550,73,240,1,Rural,Y
Female,Yes,1,Graduate,Yes,16510,8691,273,84,1,Semiurban,Y
Male,No,2,Not Graduate,No,19794,4532,386,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,2258,6600,92,120,1,Rural,N
Female,No,0,Graduate,No,16399,13640,83,84,0,Rural,Y
Female,Yes,2,Not Graduate,No,12277,8027,290,84,0,Urban,N
Female,Yes,3,Not Graduate,No,12903,6917,205,300,1,Semiurban,Y
Female,No,2,Graduate,No,12548,7542,300,120,1,Semiurban,Y
Male,No,1,Graduate,Yes,16982,2510,60,120,0,Urban,N
Female,No,2,Not Graduate,Yes,21577,8299,162,240,0,Semiurban,Y
Male,Yes,3,Graduate,No,18428,11823,70,240,0,Rural,Y
Female,No,2,Graduate,Yes,14793,6599,150,120,0,Urban,N
Male,No,0,Graduate,Yes,17753,13503,169,84,1,Rural,Y
Female,Yes,0,Graduate,Yes,24506,10580,266,84,1,Rural,Y
Male,No,1,Graduate,No,19573,1045,320,120,0,Rural,N
Male,No,0,Not Graduate,Yes,17625,11928,263,240,1,Rural,Y
Male,Yes,2,Not Graduate,No,19691,11773,196,120,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,3391,11598,58,120,1,Rural,Y
Male,Yes,0,Graduate,No,23306,1454,405,84,0,Semiurban,N
Male,Yes,2,Not Graduate,No,17864,12611,217,180,1,Urban,Y
Male,No,3,Not Graduate,Yes,17636,5992,396,180,1,Semiurban,Y
Female,No,0,Graduate,No,18553,13881,375,180,0,Rural,Y
Female,Yes,2,Not Graduate,Yes,14673,2606,383,240,0,Rural,N
Male,Yes,2,Not Graduate,Yes,1573,5328,277,240,1,Semiurban,N
